Type,Title/ID,Points,Question Wording,Correct Answer,Choice 1,Choice 2,Choice 3,Choice 4,Choice 5,Choice 6,Choice 7,Choice 8,Choice 9,Choice 10,General Feedback,Correct Feedback,Incorrect Feedback,Feedback 1,Feedback 2,Feedback 3,Feedback 4,Feedback 5,Feedback 6,Feedback 7,Feedback 8,Feedback 9,Feedback 10,Topic,Difficulty Level,Meta 1,Meta 2,Meta 3,Meta 4
FB,synpuf-homework-01-001,4.28571428571429,"1) How many rows are in the `patient` table?
Requirements:
Must use: count()
Output dimensions: 1x1
",,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-002,4.28571428571429,"2) How many unique patients are in the `patient` table? 
Must use: count()
Must NOT use: (*)
Output dimensions: 1x1
",,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-003,4.28571428571429,"3) How many men are in the patient table?
Requirements:
Must use: count(), WHERE
Output dimensions: 1x1
",,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-004,4.28571428571429,"4) How many women are in the patient table? 
Requirements:
Must use: count(), WHERE
name the calculated field 'n_women'
Output dimensions: 1x1
",,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-005,4.28571428571429,"5) What value of gender is more prevalent in the patient table?
Requirements:
Must use: count(), GROUP BY, ORDER BY
Must NOT use: WHERE
calculated field must be named 'n_patients'
Output dimensions: 2x2
The answer must be stored in the first row
",,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-006,4.28571428571429,"6) How many race categories are present in the patient table?
Requirements:
Must use: count(), distinct()
Output dimensions: 1x1
",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-007,4.28571428571429,"7) How many patients are in the largest race category?
Requirements:
Must use: distinct(), count(), GROUP BY, ORDER BY, LIMIT
Must NOT use: AS
Output dimensions: 1x2
",,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-008,4.28571428571429,"8) How many patients are in the smallest ethnicity category?
Requirements:
Must use: distinct(), count(), GROUP BY, ORDER BY, LIMIT
calculated field must be named 'n_patients'
must return a single row
Output dimensions: 1x2
",,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-009,4.28571428571429,"9) How many white females are in the patient table? 
Requirements: 
MUST use: count(), WHERE 
calculated field must be named `n_patients`
must include gender and race columns
Output dimensions: 1x3
",,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-010,4.28571428571429,"10) How many non-white males are in the patient table?
Requirements: 
MUST use: count(), WHERE, != 
Output dimensions: 1x1
",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-011,4.28571428571429,"11) How many patients were born before 1936? 
Requirements:
Must use: count(), WHERE
Output dimensions: 1x1
",,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-012,4.28571428571429,"12) How many patients were born between 1930 and 1940 ? 
Requirements:
Must use: count(), WHERE, BETWEEN
Output dimensions: 1x1
",,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-013,4.28571428571429,"13) How many non-white females were born prior to 1945?
Requirements:
Must use: count(), WHERE
Output dimensions: 1x1
",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,synpuf-homework-01-014,4.28571428571429,"14) How many white males were born after 1925?
Requirements:
Must use: count(), GROUP BY, AS
Must NOT use: WHERE
create a Boolean field named 'born_after_1925'
output must contain fields: gender, race, born_after_1925, n_patients
",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
